StateCode,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
PA,NGMPB,117869,103901,93168,95862,85008,87383,94059,93078,91031,81871,79499,79064,76512,81453,84751,86899,91716,93713,99960,98381,99657,125200,124572,121896,172101,155591,166035,169740,173577,199303,184705,158521,144686,137875,125678,115831,140536,83940,136137,182383,156171,139061,164610,167358,206076,176540,184071,190573,207582,286238,600849,1374279,2368620,3462966
PA,NUETB,2674,3548,3717,4221,301,3691,6107,6968,5286,4579,5102,4823,3112,3941,78108,174766,181447,191913,244304,204484,131893,157462,182395,160505,233815,278637,421260,365282,401416,414489,611503,602575,629650,623208,702446,698311,721262,709967,641517,743282,769361,769971,794521,774989,807739,796157,785731,811600,822134,808770,813462,796798,787753,822483
PA,PAPRB,34852,32729,30752,29481,29655,28548,25155,25445,24128,25798,23739,22028,19958,19036,20172,18931,17510,15747,16745,16669,15376,21628,24836,24836,24847,28136,21941,19152,16414,15648,15318,14680,12395,11809,14604,11246,9814,7662,11484,8532,8700,9396,13479,14303,13897,14268,15016,16170,17394,17209,21199,20085,24940,30427
PA,REPRB,66100,61121,61767,60798,60590,61262,63676,68253,62881,61805,67525,60573,70114,70871,72077,73865,81184,84322,90536,106837,136826,147662,149605,167142,152019,148238,117214,108025,108182,98085,91862,90254,107595,104773,112121,113303,131104,114676,110562,109264,113610,95752,96630,109977,110415,104247,107269,105271,115097,126482,145933,168003,158299,185130
PA,ROPRB,66100,61121,61767,60798,60590,61262,63676,68253,62881,61805,67525,60573,70114,70871,72077,73865,81184,84322,90536,106837,136826,147662,149605,167142,152019,148238,117214,108025,108182,98085,91862,90254,107595,104773,112121,113303,131104,114676,110562,109264,113610,95752,96630,109977,110415,104247,107269,105271,115097,126482,131433,152556,143734,169865
PA,TEPRB,2391326,2261652,2301652,2498460,2589342,2634472,2621381,2555545,2441040,2477570,2533833,2293855,2334285,2272244,2405291,2600519,2693107,2656280,2624011,2817141,2754250,2590734,2510746,2259530,2565990,2443585,2568902,2469436,2524877,2550433,2734828,2567653,2707141,2430789,2576320,2540935,2769506,2899160,3033231,3038170,2994330,2943795,2803457,2665802,2738401,2699022,2675283,2680621,2754204,2678595,3067219,3870657,4730256,5880268
PA,TETCB,3253583,3146474,3255865,3391502,3589424,3732472,3832427,3816180,3959414,3982272,4107115,4045173,4188065,4294664,4124338,3914259,4164563,4127671,4129035,4250339,3996851,3810424,3363923,3377784,3605399,3434629,3378937,3552531,3714260,3739173,3636089,3573252,3676130,3748253,3822084,3879569,3912530,3876400,3716778,3753503,3927724,3834916,3894979,3944244,3991107,4013987,3885499,3963023,3944324,3622134,3743603,3722281,3621737,3794952
RI,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,REPRB,2951,3011,3139,3221,3533,3561,3771,4150,4266,4428,5268,4851,4934,5108,5023,4050,4704,5295,6577,7124,7287,6645,6053,7401,4946,5081,4653,3302,3528,3806,4499,4585,4840,5181,5066,5079,5562,4347,4197,4403,4520,3898,3699,3787,3845,880,2609,2762,2932,3536,3398,3417,2820,2621
RI,ROPRB,2951,3011,3139,3221,3533,3561,3771,4150,4266,4428,5268,4851,4934,5108,5023,4050,4704,5295,6577,7124,7287,6645,6053,7401,4946,5081,4653,3302,3528,3806,4499,4585,4840,5181,5066,5079,5562,4347,4197,4403,4520,3898,3699,3787,3845,880,2609,2762,2932,3536,3398,3417,2820,2621
RI,TEPRB,2951,3011,3139,3221,3533,3561,3771,4150,4266,4428,5268,4851,4934,5108,5023,4050,4704,5295,6577,7124,7287,6645,6053,7401,4946,5081,4653,3302,3528,3806,4499,4585,4840,5181,5066,5079,5562,4347,4197,4403,4520,3898,3699,3787,3845,880,2609,2762,2932,3536,3398,3417,2820,2621
RI,TETCB,187092,172917,180878,180623,178175,173506,175307,193453,197940,210710,222549,235527,236781,231970,215613,206253,215539,223192,212656,201356,185630,175223,174906,180992,192243,204292,206232,215891,223302,216878,212706,218161,244599,201867,239047,227942,218618,216289,225157,224488,202612,201946,200924,216106,213983,207387,198468,198423,194504,190917,190442,182453,179899,193558
SC,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,NUETB,0,0,0,0,468,880,852,94,0,0,76,26162,52110,67229,123406,214291,197186,185645,212875,198220,189846,191120,145677,278962,251939,338056,376882,410268,431984,431569,453763,451945,476813,485168,464760,516666,457627,471343,511535,531002,530708,520792,556829,525453,533920,554544,530071,558014,541026,545434,543379,553573,535952,566879
SC,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,REPRB,81969,76284,73455,69832,87558,77346,67699,66176,69381,73251,65064,78568,77077,83883,79895,87805,83353,80884,83872,91528,71184,52168,69144,75398,80275,66594,89782,95655,82436,97057,106105,107666,110649,110225,114631,124701,131795,131984,129957,96968,92463,70576,80640,103797,97433,104210,98620,95008,92021,103008,106598,108185,110641,123559
SC,ROPRB,81969,76284,73455,69832,87558,77346,67699,66176,69381,73251,65064,78568,77077,83883,79895,87805,83353,80884,83872,91528,71184,52168,69144,75398,80275,66594,89782,95655,82436,97057,106105,107666,110649,110225,114631,124701,131795,131984,129957,96968,92463,70576,80640,103797,97433,104210,98620,95008,92021,103008,106598,108185,110641,123559
SC,TEPRB,81969,76284,73455,69832,88026,78226,68551,66271,69381,73251,65140,104730,129188,151111,203301,302097,280539,266529,296747,289748,261030,243288,214820,354360,332214,404650,466664,505923,514420,528627,559868,559611,587462,595393,579392,641367,589421,603327,641493,627969,623171,591368,637469,629251,631353,658754,628691,653022,633047,648442,649978,661758,646593,690438
SC,TETCB,489314,507192,540258,561175,560697,554461,593592,603111,654397,699241,745786,779705,835044,886211,858734,840982,964745,1000460,994662,984602,998039,1002274,973246,1006585,1069389,1076403,1142301,1178624,1235423,1243933,1262961,1290260,1306229,1362446,1363489,1416484,1453946,1501647,1548295,1550239,1595982,1548070,1586970,1591790,1695329,1668183,1677955,1671674,1639078,1571655,1641635,1600311,1558981,1591380
SD,CLPRB,262,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,1119,1115,1111,1107,1201,1888,1882,1875,1712,2117,2212,2357,3559,8657,21498,43642,59036,77216,82709,110237,128246,146107,142678,134354,140445
SD,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,1191,1157,2329,1866,1968,2584,2242,3476,3998,4443,895,898,1478,1323,1451,1270,1348,1627,1636,1576,1660,1099,1024,1104,1095,999,966,998,1649,2133,1871,1857,15413,16753
SD,NUETB,0,0,0,0,0,0,105,770,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,PAPRB,1630,1351,980,1247,1433,1270,1386,1224,1085,916,928,1351,1270,1595,2865,2738,2593,3666,5040,4907,4437,5643,6716,6798,7772,9257,9199,9535,9611,9350,9558,9640,9031,8700,8427,7795,7291,7743,6995,6380,6786,7279,7041,7175,7871,8520,8085,9651,9825,9616,9315,9367,10173,10713
SD,REPRB,13974,13609,17252,31784,33645,41595,51565,52576,59858,67419,70185,82558,78339,51534,60394,83960,74830,57133,72806,67819,63775,58574,60267,61572,63771,59844,64005,59702,59484,52343,44413,43560,41061,30241,57086,66206,86847,95920,62841,72609,62868,41313,55199,67640,83757,93724,114666,115499,144311,179346,214212,237088,223019,209427
SD,ROPRB,13974,13609,17252,31784,33645,41595,51565,52576,59858,67419,70185,82558,78339,51534,60394,83960,74830,57133,72806,67819,63775,58574,60267,61572,63771,59844,64005,59702,58362,51224,43298,42450,39955,29039,55198,64324,84972,94209,60725,70397,60512,37753,46542,46142,40115,34687,37450,32790,34075,51100,68105,94410,88664,68982
SD,TEPRB,15866,15196,18232,33031,35078,42866,53056,54570,60912,68335,71113,83910,79609,53129,63259,86697,77423,60799,77846,73636,69403,65375,69312,70236,73511,71685,75446,72713,73093,66136,54866,54098,51570,40263,66965,75271,95485,105290,71472,80564,71314,49691,63264,75918,92723,103243,123717,126148,155785,191096,225398,248312,248604,236893
SD,TETCB,128864,131593,136674,140456,143820,140097,146408,145671,153325,159813,168806,170198,179218,176862,172639,181995,195443,196991,205729,205072,190797,178828,191360,185593,188737,194864,195087,195275,205458,214493,217316,213623,216438,229742,236287,239871,253061,242760,239975,245462,259141,251718,271047,275242,284552,302218,307087,330801,353580,362738,376727,379718,374075,390367
TN,CLPRB,148915,147157,156047,153712,150422,147283,158433,171566,204614,202957,206849,232815,282763,197037,174792,189767,221457,221425,236698,209549,239030,258106,183943,165983,183261,185152,171635,160942,163480,162633,156330,108022,88068,77469,76207,82105,91365,82707,67036,75919,68027,84824,81658,65617,73354,82083,71957,67714,59086,50347,45030,38576,28372,28376
TN,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,3612,5118,5487,5800,6340,6360,5993,5020,5869,5223,5681,5427,5319,2224,4001,4792,4515,5501,6116,8443,10023,9207,8797,8821,9374,11388,23503,25753,31035,29793,31225
TN,NGMPB,64,73,77,92,79,87,0,59,49,58,65,91,26,20,17,28,48,271,481,972,1261,1747,3047,4041,5143,4845,3575,2794,2165,1961,2139,1917,1825,1718,2054,1876,1744,1557,1463,1263,1193,2074,2116,1862,2169,2277,2764,4092,4874,5631,6002,5688,6662,6265
TN,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660,51886,111885,153222,135551,102737,-1107,-1124,41776,165130,148175,173895,163909,34714,124717,165048,240773,258656,297814,284525,269327,298424,287927,251718,298369,290153,257523,301038,282514,281996,289930,281682,263045,297732
TN,PAPRB,116,99,81,93,58,64,41,41,35,186,1792,2308,1148,1166,4460,3956,3468,4756,3439,3561,4309,5324,6566,6125,5336,4559,3735,3561,3486,3086,2935,2813,2906,2430,2419,2221,2210,2129,1665,1995,2007,2036,1595,1804,2094,1879,1114,1647,1960,1554,2030,2030,2152,1937
TN,REPRB,138708,136653,145125,127030,141564,138006,128629,147297,132020,131914,138417,153090,173103,177886,180418,177299,160069,176225,163042,207250,160372,136647,184404,190439,203804,167034,156686,175575,149034,205580,165786,180359,170092,153218,186213,165143,176856,164092,161574,134429,123663,142351,153223,190002,185185,167075,143510,115269,133934,179069,163286,179084,168569,210486
TN,ROPRB,138708,136653,145125,127030,141564,138006,128629,147297,132020,131914,138417,153090,173103,177886,180418,177299,160069,176225,163042,207250,160372,136647,183923,186827,198686,161546,150886,169235,142675,199587,160766,174490,164870,147537,180786,159823,174631,160091,156782,129914,118163,136235,144780,179979,175978,158278,134689,105895,122546,155566,137532,148049,138776,179261
TN,TEPRB,287803,283981,301330,280926,292122,285439,287103,318963,336718,335115,347124,388305,457040,376109,359687,371050,385042,402678,403661,421332,410631,453710,489846,519810,533095,464327,334524,341748,359942,538389,475365,467007,426799,269549,391609,416394,512948,509141,529551,498130,464217,529708,526518,511003,561170,543467,476867,489760,482367,518597,506279,507060,468800,544796
TN,TETCB,962716,978207,1015673,1062306,1088612,1137525,1231693,1236066,1284605,1340797,1365628,1371132,1474008,1614114,1578531,1614259,1720099,1779418,1763058,1800468,1725010,1693074,1611949,1660326,1737608,1711578,1700095,1712748,1777090,1829553,1792042,1791027,1833855,1866786,1927998,1945598,2050709,2028299,2108816,2148899,2181869,2197553,2222877,2240871,2270309,2315965,2314984,2345161,2284752,2092583,2253738,2198549,2087095,2135932
TX,CLPRB,26409,26535,25855,27441,28839,30349,28360,27102,28839,28310,29078,28360,50918,97216,107576,144160,182651,209460,265268,356524,385041,418838,448801,493048,515269,574734,615490,640051,658102,675280,706720,674067,685491,682967,660044,664511,709509,687914,677016,671989,632360,578696,581168,594734,572489,595612,593496,554720,515493,455507,538258,605290,578697,564850
TX,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,46,55,59,62,68,68,64,54,63,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26087,22999,35952,43709,46124,28450
TX,NGMPB,6610704,6690244,6821057,6961090,7320770,7445190,7801078,8064836,8408697,8810076,9376067,9595860,9733316,9559535,9176625,8415742,8095615,7942019,7361539,7999621,7966295,7786476,7302001,6722393,7060736,6924656,7018350,6972153,7132909,7054658,7175830,7110440,7020276,7058330,7200827,7174481,7303998,5905740,6024335,5789018,6011890,5992673,5865905,5920567,5787680,5996167,6272954,6874963,7735898,7598562,7579632,8047442,8560851,8782176
TX,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40201,105722,167823,207582,256502,130321,300448,379842,375656,392031,405846,384141,391670,398535,371923,348485,421660,398994,430593,429577,425682,434024,432036,414881,402823,400353
TX,PAPRB,5379378,5447308,5471302,5671443,5739245,5804344,6134695,6495780,6573604,6680295,7248243,7092971,7549773,7509092,7320331,7087188,6899233,6599704,6229490,5904945,5669129,5407630,5267659,5120884,5122409,5041464,4753651,4413580,4265871,3991380,3935172,3959173,3773613,3590722,3426263,3245947,3151384,3112187,2927040,2605551,2571703,2460923,2353501,2323851,2277741,2277086,2276390,2269366,2354841,2316195,2475144,3067075,4200285,5356654
TX,REPRB,50155,52023,47721,42718,43884,48967,51980,49944,62939,64351,62757,60471,67560,78102,76691,75872,75965,82566,84175,89721,65819,70520,80452,75817,87064,93532,110360,116905,108936,125463,115298,120335,133857,117234,114104,117898,110545,122677,110087,94013,96094,96563,121062,115498,120862,137573,152294,191842,298583,295498,387552,436541,450255,473877
TX,ROPRB,50155,52023,47721,42718,43884,48967,51980,49944,62939,64351,62757,60471,67560,78102,76691,75872,75965,82566,84175,89721,65819,70512,80427,75771,87009,93473,110298,116837,108868,125399,115244,120273,133802,117234,114104,117898,110545,122677,110087,94013,96094,96563,121062,115498,120862,137573,152294,191842,272496,272499,351601,392831,404132,445427
TX,TEPRB,12066646,12216110,12365936,12702692,13132738,13328850,14016114,14637661,15074078,15583033,16716144,16777662,17401567,17243944,16681223,15722961,15253464,14833749,13940472,14350811,14086283,13683463,13098912,12412142,12785478,12634387,12497852,12142689,12206018,11952502,12100844,12071597,11869739,11579574,11701686,11582679,11651093,10220550,10144323,9544713,9703716,9527389,9293559,9303135,9180431,9405432,9725727,10320468,11330497,11099786,11412622,12571229,14192911,15577910
TX,TETCB,4438686,4471219,4666199,4921259,5042973,5244514,5590968,5884256,6275726,6665515,6932890,7245446,7637413,8257192,8109795,7526866,7851699,8493877,8960420,9325603,9404691,9169623,8493789,8431018,8979308,9042345,9033794,9265921,9840982,10122093,10305355,10315134,10481505,10594554,10919574,11112949,11878140,12287651,12468594,12128122,12470003,12253219,12562972,12346887,12390248,11911273,11922547,11838977,11453739,11171450,11922213,12158669,12210753,12944108
US,CLPRB,10590206,10239471,10670680,11605467,12273824,12831858,13281168,13697146,13486770,13832984,14877023,13517653,14391826,14006108,14025005,14981863,15689495,15759938,14979104,17617675,18629602,18523580,18826604,17364161,19914476,19514305,19676150,20295490,20949127,21517324,22761184,21869054,21897732,20358442,22345526,22178769,22839407,23412530,23917422,23177242,22595116,23587925,22729814,22054837,22821746,23183084,23643934,23337321,23706398,21689785,21831301,22057248,20585319,19901802
US,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12720,34405,63144,77301,93150,107099,122725,124059,125377,110868,127999,145005,169337,188391,197737,141283,186315,202473,210809,233146,253344,306763,399556,482102,549526,683239,906708,1286284,1503197,1823453,1904157,1800732,1805085
US,NGMPB,14118724,14642211,15321640,16270145,17151652,17691278,18966525,20018684,21276435,22764433,24098346,24746815,24819280,24873343,23722524,22097787,21898357,21996498,21898575,22455563,22260655,22067123,20574092,18776564,20347650,19288153,18793208,19492838,20014948,20102734,20663235,20656246,20875337,21052597,21807416,21635280,22007189,22350382,22203140,21896749,22379287,22639394,21949326,21991677,21605717,20953188,21437449,22240659,23157940,23754215,24665446,26488614,27952955,28635263
US,NUETB,6026,19678,26394,38147,39819,43164,64158,88456,141534,153722,239347,412939,583752,910177,1272083,1899798,2111121,2701762,3024126,2775827,2739169,3007589,3131148,3202549,3552531,4075563,4380109,4753933,5586968,5602161,6104350,6422132,6479206,6410499,6693877,7075436,7086674,6596992,7067809,7610256,7862349,8028853,8145429,7959622,8222774,8160810,8214626,8458589,8426491,8355220,8434433,8268698,8061822,8244433
US,PAPRB,14934611,15206196,15521896,15965793,16163568,16521381,17561025,18651304,19308444,19556156,20401210,20032701,20041134,19493237,18574993,17729318,17261844,17453737,18433653,18103598,18248917,18146019,18308947,18391794,18848237,18992407,18375862,17674792,17278931,16116872,15571138,15700849,15222860,14494455,14102601,13886754,13722922,13658026,13235142,12451011,12358176,12281622,12160205,11959565,11550085,10969117,10770844,10748363,10614000,11325492,11605000,11950326,13791275,15797257
US,REPRB,2928205,2952227,3117444,3096431,3225249,3395816,3432463,3690213,3772655,4094893,4070021,4262212,4382009,4410938,4741851,4687119,4727151,4208966,5005439,5122854,5424534,5417152,5980929,6495613,6438346,6084016,6111140,5624499,5456756,6235237,6042547,6068517,5821347,6080511,5988129,6558422,7012171,7015748,6494368,6518425,6103821,5167621,5732572,5944149,6063360,6213077,6561533,6457041,7118389,7577777,8067899,9030082,8685305,9154002
US,ROPRB,2928205,2952227,3117444,3096431,3225249,3395816,3432463,3690213,3772655,4094893,4070021,4262212,4382009,4410938,4741851,4687119,4727151,4208966,5005439,5122854,5424534,5404432,5946525,6432469,6361045,5990866,6004041,5501774,5332696,6109860,5931679,5940518,5676342,5911174,5799738,6360685,6870888,6829433,6291895,6307616,5870675,4914276,5425809,5544593,5581258,5663551,5878294,5550333,5832105,6074581,6244447,7125924,6884573,7348916
US,TEPRB,42577772,43059783,44658053,46975983,48854112,50483496,53305340,56145803,57985838,60402187,63685948,62972321,64218001,63693802,62336457,61395886,61687967,62120901,63340897,66075517,67302877,67161464,66821720,64230681,69101240,67954444,67336469,67841553,69286729,69574328,71142455,70716798,70296482,68396504,70937549,71334661,72668363,73033678,72917880,71653682,71298749,71705414,70717345,69909851,70263683,69479276,70628387,71241973,73023217,72702489,74604079,77794968,79076676,81732756
US,TETCB,45079292,45731168,47824415,49661147,51826046,54027593,57026015,58926572,62414722,65596682,67741611,69186565,72705040,75755267,73947572,71986573,76002450,77988301,80021769,80882446,78092506,76141756,73058784,72934367,76571095,76464077,76639363,79005567,82760410,84777019,84506671,84435527,85788490,87394077,89114593,91094462,94091007,94749939,95031439,96630112,98809796,96146434,97651437,97920550,100103298,100190788,99456306,101004923,98878443,94115638,97446004,96827488,94411499,97144709
UT,CLPRB,114689,119411,99459,100917,109250,115545,107282,96635,99899,107791,109551,107074,111148,134315,142066,165908,179080,198555,210600,280172,309778,319632,396545,271785,285333,301122,331530,383552,420403,459838,511406,507979,492997,506837,566914,586398,640410,616384,600793,620369,631270,640594,586926,536150,490146,554221,593321,556436,564147,502598,445692,453869,387129,385736
UT,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,NGMPB,51218,57374,74386,77391,80454,71865,69608,49136,46312,46896,42930,47429,43823,47257,55829,59420,61884,65896,62182,64852,104188,108861,98055,75920,88109,96836,104635,116387,146705,161963,189348,180438,204652,266161,312008,279415,278775,295690,308881,294828,302189,316851,295223,289847,298102,321689,372315,400179,463960,475937,466866,498007,535386,517097
UT,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,PAPRB,218045,192084,179968,193923,165735,146728,139850,139478,136323,135111,135546,137054,154106,189405,228305,245346,198963,192055,181934,160822,144872,149988,130152,171297,201196,236594,227198,207570,191504,164807,160103,141909,131776,126562,119834,115930,112526,112039,111354,94267,90689,88462,79872,75963,85515,96703,103977,113303,127838,133069,143109,152720,175554,202490
UT,REPRB,5494,4591,6192,5699,10151,11501,10173,13266,12791,13957,10079,12615,15234,14683,12440,14074,14974,11709,12093,13634,13025,12388,16757,21168,21624,18680,22999,14262,11778,11676,10775,12553,12379,14576,13809,15541,17161,20403,19504,20362,15407,10818,10882,10255,10584,13611,13208,11039,13964,15969,17396,24223,20529,17081
UT,ROPRB,5494,4591,6192,5699,10151,11501,10173,13266,12791,13957,10079,12615,15234,14683,12440,14074,14974,11709,12093,13634,13025,12388,16757,21168,21624,18680,22999,14262,11778,11676,10775,12553,12379,14576,13809,15541,17161,20403,19504,20362,15407,10818,10882,10255,10584,13611,13208,11039,13964,15969,17396,24223,20529,17081
UT,TEPRB,389446,373460,360005,377930,365590,345640,326913,298514,295325,303756,298105,304172,324311,385659,438640,484749,454901,468215,466809,519480,571863,590869,641508,540170,596262,653231,686362,721771,770390,798284,871632,842879,841803,914136,1012565,997284,1048873,1044516,1040532,1029827,1039555,1056724,972902,912214,884348,986225,1082820,1080958,1169909,1127574,1073063,1128819,1118600,1122404
UT,TETCB,303274,300854,310361,311851,334563,339527,350852,345271,365626,395844,397025,415206,428193,457795,473695,480808,510286,486133,510727,526526,504666,478320,467748,491918,504072,500514,470862,462469,526365,537693,535857,565543,551644,577655,587579,637294,666561,680750,704180,694679,739139,708814,688650,698948,729640,760110,778776,781364,768633,742857,755857,793037,788159,830637
VA,CLPRB,752355,818669,794606,823684,855445,921140,961710,992721,998969,964455,960260,838224,930648,867073,862074,886808,1020380,947701,803194,961044,1063349,1104467,1048592,933640,1079425,1100878,1106055,1193987,1243991,1155118,1276214,1131253,1159688,1046530,987555,913518,946719,956413,905967,854725,870044,863870,793381,827937,817769,716557,768443,656314,623303,535643,564326,562805,493398,456766
VA,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,245,461,551,590,624,682,684,645,540,631,562,598,572,484,173,263,260,197,186,150,134,77,0,0,0,0,0,0,0,0,0,0
VA,NGMPB,2285,2530,2564,2139,1651,3234,4359,3917,3477,2920,2878,2687,2859,5229,7252,6851,7069,8409,8669,8727,7937,9117,7066,4476,9221,15628,16044,19992,19179,18670,15395,15532,25698,39505,52169,51363,56408,60812,59726,74932,74049,74190,79530,148815,88073,92154,106530,115979,133335,145805,151378,155174,151383,144400
VA,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,4836,74765,66437,98782,85506,102103,154249,76758,125071,196535,192897,203636,184824,236905,224429,189468,223036,150955,252065,250424,244334,238323,265782,264092,276085,284220,285716,295742,295361,269003,285549,258633,295272,291357,287938,286019,291932,295072,277729,267334,300992,306430
VA,PAPRB,12,12,17,17,35,23,6,17,17,6,6,6,0,0,17,17,17,12,12,23,58,75,284,377,186,151,104,99,145,133,93,75,70,70,64,64,75,58,29,46,52,64,145,104,110,151,99,110,93,64,70,64,52,52
VA,REPRB,69706,66456,67678,64267,63580,63439,64055,61774,63863,64159,62711,66364,70488,69214,66085,66861,76045,73803,86397,95181,85571,79291,93492,95860,102908,99955,83623,85820,78435,96555,104857,106702,110244,119275,122637,126484,136364,123592,123074,120219,114072,92841,77086,104223,110839,126857,118836,116856,117504,115004,103448,99798,99211,114690
VA,ROPRB,69706,66456,67678,64267,63580,63439,64055,61774,63863,64159,62711,66364,70488,69214,66085,66861,76045,73803,86397,95181,85571,79217,93247,95399,102357,99365,82999,85138,77751,95910,104317,106070,109682,118676,122065,126000,136191,123329,122814,120022,113886,92691,76952,104146,110839,126857,118836,116856,117504,115004,103448,99798,99211,114690
VA,TEPRB,824357,887666,864865,890108,920711,987837,1030130,1058430,1066326,1031540,1025855,907281,1008832,1016281,1001866,1059319,1189016,1132028,1052520,1141733,1281987,1389484,1342331,1237990,1376564,1453516,1430255,1489365,1564786,1421432,1648623,1503985,1540033,1443702,1428208,1355520,1415651,1425094,1374511,1345664,1353578,1299968,1235691,1339712,1312064,1227077,1281845,1175278,1166167,1091587,1096951,1085175,1045037,1022338
VA,TETCB,851397,854711,883813,939833,969429,1046197,1117085,1137209,1197552,1237262,1279079,1322418,1375471,1435152,1382438,1359117,1443957,1486381,1515327,1568560,1530986,1514390,1501204,1559266,1637018,1670703,1757102,1847390,1922153,1965264,1963686,1970840,1996111,2064853,2088252,2152570,2209223,2205512,2231741,2289960,2386863,2323010,2354149,2426176,2550469,2623544,2567529,2644487,2546515,2428296,2477031,2371243,2335835,2410741
VT,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
